STATION_PK_SEQ,EVENT_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,OPERATION,EVENT_DATE,CTD_CAST_NUMBER,SITE_ID,LATITUDE,LONGITUDE,SURVEY_PERIOD,REGION,PLANKTON_STRATUM,GROUNDFISH_STRATUM,SURFACE_TEMPERATURE,SURFACE_TEMPERATURE_INSTRUMENT,TOW_PROFILE,TOW_PROTOCOL,TOW_TIME_DURATION,TOW_MAXIMUM_DEPTH,MAXIMUM_WIRE_OUT,BOTTOM_DEPTH_MAX_WIRE_OUT,EVENT_COMMENT,CNV_STRNUM,CNV_REG,CNV_SUBREG,CNV_OTHNUM,DOE,DOC,UOE,UOC,SAMPLING_PROGRAM
39136,70683,HB1603,130,170,CTD/IKMT,8/2/16 23:23,170,130,39.955,-68.8133,,SNE,61,,24.48,C,OBL,OT,439,24,,1652,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39140,70687,HB1603,135,181,BON/CTD,8/10/16 22:11,181,135,40.875,-70.555,,SNE,24,1090,22.11,C,OBL,OT,326,47,,55,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39141,70688,HB1603,136,182,BON/CTD,8/11/16 9:04,182,136,40.4767,-68.5433,,GB,27,1130,20.04,C,OBL,OT,598,83,,92,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39142,70689,HB1603,138,184,BON/CTD,8/11/16 15:51,184,138,40.2317,-67.6683,,GB,62,,23.32,C,OBL,OT,1596,192,,1400,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39142,70690,HB1603,138,185,CTD/IKMT,8/11/16 16:27,185,138,40.215,-67.6567,,GB,62,,23.31,C,OBL,OT,665,25,,1400,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39143,70691,HB1603,139,186,BON/CTD,8/11/16 22:19,186,139,40.5167,-66.9867,,GB,62,,23.95,C,OBL,OT,1389,202,,644,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39144,70692,HB1603,140,187,BON/CTD,8/12/16 9:13,187,140,41.0783,-66.1383,,GB,63,,24.09,C,OBL,OT,1258,196,,1300,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39144,70693,HB1603,140,188,CTD/IKMT,8/12/16 9:41,188,140,41.0683,-66.1483,,GB,63,,24.04,C,OBL,OT,650,25,,1300,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39145,70694,HB1603,141,190,BON/CTD,8/13/16 8:40,190,141,42.1117,-65.47,,GOM,68,,20.34,C,OBL,OT,1027,205,,390,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39146,70695,HB1603,142,192,BON/CTD,8/13/16 15:48,192,142,41.5733,-65.505,,GB,63,,26.3,C,OBL,OT,1309,203,,2000,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39147,70696,HB1603,143,193,BON/CTD,8/13/16 22:15,193,143,41.435,-66.2383,,GB,29,1160,18.16,C,OBL,OT,906,107,,108,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39148,70697,HB1603,145,195,BON/CTD,8/14/16 8:33,195,145,41.42,-65.865,,GB,63,,20.21,C,OBL,OT,1312,204,,1400,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39149,70698,HB1603,148,197,BON/CTD,8/14/16 15:43,197,148,41.6883,-65.13,,GOM,68,,25.98,C,OBL,OT,1230,199,,2419,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39150,70699,HB1603,149,198,CTD/IKMT,8/14/16 16:19,198,149,41.6783,-65.1317,,GOM,68,,25.95,C,OBL,OT,496,25,,2437,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39151,70700,HB1603,150,199,BON/CTD,8/14/16 20:47,199,150,42.2483,-65.1483,,GOM,68,,20.08,C,OBL,OT,756,203,,656,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39152,70701,HB1603,151,200,BON/CTD,8/15/16 9:19,200,151,40.735,-66.3133,,GB,63,,24.58,C,OBL,OT,1274,214,,2392,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39152,70702,HB1603,151,201,CTD/IKMT,8/15/16 9:45,201,151,40.725,-66.315,,GB,63,,24.61,C,OBL,OT,681,27,,2543,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39153,70703,HB1603,153,203,BON/CTD,8/15/16 15:45,203,153,40.4583,-67.015,,GB,62,,24.14,C,OBL,OT,1348,200,,1600,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39154,70704,HB1603,154,204,BON/CTD,8/15/16 22:15,204,154,40.4283,-67.71,,GB,26,1140,20.6,C,OBL,OT,922,139,,150,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39155,70705,HB1603,155,205,BON/CTD,8/16/16 8:32,205,155,40.1533,-69.64,,SNE,23,1100,22.64,C,OBL,OT,762,92,,99,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39156,70706,HB1603,156,207,BON/CTD,8/16/16 15:48,207,156,39.83,-70.27,,SNE,61,,26.42,C,OBL,OT,1217,198,,1053,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39157,70707,HB1603,157,208,BON/CTD,8/16/16 21:01,208,157,40.3233,-70.805,,SNE,19,1060,24.47,C,OBL,OT,651,104,,110,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39158,70708,HB1603,158,209,BON/CTD,8/18/16 8:43,209,158,40.2067,-71.2867,,SNE,19,1060,24.4,C,OBL,OT,474,89,,97,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39159,70709,HB1603,159,211,BON/CTD,8/18/16 15:48,211,159,39.7533,-70.725,,SNE,60,,26.41,C,OBL,OT,1317,188,,1985,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39161,70711,HB1603,160,213,BON/CTD,8/19/16 8:46,213,160,40.0983,-68.5,,GB,62,,24.12,C,OBL,OT,1581,198,,907,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39163,70713,HB1603,161,216,BON/CTD,8/19/16 15:47,216,161,39.9833,-67.5767,,GB,62,,25.04,C,OBL,OT,1393,204,,2682,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39164,70714,HB1603,162,217,BON/CTD,8/19/16 22:15,217,162,39.66,-66.5183,,,,,25.73,C,OBL,OT,1115,197,,4197,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39165,70715,HB1603,163,219,CTD/IKMT,8/20/16 9:02,219,163,39.6667,-66.5683,,,,,25.09,C,OBL,OT,847,25,,4107,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39166,70716,HB1603,164,220,BON/CTD,8/20/16 16:01,220,164,39.4117,-65.7383,,,,,26.54,C,OBL,OT,1226,198,,4502,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39167,70717,HB1603,165,221,BON/CTD,8/20/16 22:31,221,165,39.565,-65.365,,,,,25.43,C,OBL,OT,1219,199,,4696,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39168,70718,HB1603,166,223,BON/CTD,8/21/16 8:21,223,166,40.2217,-65.685,,,,,23.85,C,OBL,OT,1166,200,,4001,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39168,70719,HB1603,166,225,CTD/IKMT,8/21/16 9:02,225,166,40.235,-65.6933,,,,,23.83,C,OBL,OT,478,25,,3980,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39169,70720,HB1603,167,226,BON/CTD,8/21/16 15:50,226,167,40.3033,-66.675,,GB,62,,26.21,C,OBL,OT,1436,198,,2690,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39170,70721,HB1603,168,227,BON/CTD,8/21/16 22:28,227,168,40.9667,-66.5967,,GB,29,1160,20.36,C,OBL,OT,632,91,,99,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39171,70722,HB1603,169,228,BON/CTD,8/22/16 8:45,228,169,40.7183,-66.5867,,GB,63,,24.77,C,OBL,OT,1073,200,,1933,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39172,70723,HB1603,171,230,CTD/IKMT,8/22/16 9:24,230,171,40.7267,-66.5717,,GB,63,,24.86,C,OBL,OT,606,27,,1677,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39173,70724,HB1603,172,231,BON/CTD,8/22/16 15:49,231,172,40.67,-67.0317,,GB,26,1140,26.28,C,OBL,OT,1178,160,,173,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39174,70725,HB1603,173,232,BON/CTD,8/22/16 23:17,232,173,40.21,-67.125,,GB,62,,25.82,C,OBL,OT,1190,203,,2369,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39175,70726,HB1603,174,233,BON/CTD,8/23/16 9:01,233,174,40.4667,-68.5117,,GB,27,1130,20.48,C,OBL,OT,582,88,,97,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39176,70727,HB1603,175,235,BON/CTD,8/23/16 15:48,235,175,39.8483,-68.8783,,SNE,61,,23.78,C,OBL,OT,1532,199,,2009,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39177,70728,HB1603,176,236,BON/CTD,8/23/16 22:27,236,176,40.0617,-69.6783,,SNE,22,1110,23.39,C,OBL,OT,672,108,,113,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39178,70729,HB1603,177,237,BON/CTD,8/24/16 9:19,237,177,39.2867,-70.115,,SNE,61,,25.7,C,OBL,OT,1132,200,,2713,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39179,70730,HB1603,178,239,BON/CTD,8/24/16 15:47,239,178,39.575,-70.8017,,SNE,60,,26.5,C,OBL,OT,1098,200,,2479,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39127,70671,HB1603,2113,149,BON/CTD,7/29/16 15:47,149,2113,39.5083,-66.035,,,,,27.52,C,OBL,OT,1391,200,,4373,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39137,70684,HB1603,2129,174,BON/CTD,8/4/16 9:00,174,2129,40.475,-70.0983,,SNE,23,1100,20.55,C,OBL,OT,454,66,,70,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39138,70685,HB1603,2130,176,BON/CTD,8/4/16 15:41,176,2130,40.705,-70.495,,SNE,23,1100,21.01,C,OBL,OT,404,51,,56,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39139,70686,HB1603,2131,177,BON/CTD,8/5/16 0:09,177,2131,40.8483,-71.07,,SNE,19,1060,22.01,C,OBL,OT,368,56,,60,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39160,70710,HB1603,2159,212,BON/CTD,8/18/16 23:07,212,2159,40.2567,-70.325,,SNE,23,1100,24.44,C,OBL,OT,560,90,,100,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39162,70712,HB1603,2160,215,CTD/IKMT,8/19/16 9:43,215,2160,40.095,-68.4783,,GB,62,,24.12,C,OBL,OT,334,24,,1125,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
