STATION_PK_SEQ,EVENT_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,OPERATION,EVENT_DATE,CTD_CAST_NUMBER,SITE_ID,LATITUDE,LONGITUDE,SURVEY_PERIOD,REGION,PLANKTON_STRATUM,GROUNDFISH_STRATUM,SURFACE_TEMPERATURE,SURFACE_TEMPERATURE_INSTRUMENT,TOW_PROFILE,TOW_PROTOCOL,TOW_TIME_DURATION,TOW_MAXIMUM_DEPTH,MAXIMUM_WIRE_OUT,BOTTOM_DEPTH_MAX_WIRE_OUT,EVENT_COMMENT,CNV_STRNUM,CNV_REG,CNV_SUBREG,CNV_OTHNUM,DOE,DOC,UOE,UOC,SAMPLING_PROGRAM,TimeDecimal,DayNight,Sunrise,Sunset
39119,70663,HB1603,96,129,BON/CTD,07/24/0016 15:45,129,96,40.8233,-66.9233,,GB,27,1130,16.44,C,OBL,OT,560,89,NaN,101,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.75,Day,9.11571999999984,23.9490533333334
39120,70664,HB1603,99,132,BON/CTD,07/25/0016 08:56,132,99,40.7383,-66.3017,,GB,63,NaN,21.31,C,OBL,OT,1306,204,NaN,2500,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.93333333333333,Night,9.09094666666721,23.8992800000005
39121,70665,HB1603,100,134,BON/CTD,07/25/0016 15:46,134,100,41.4283,-65.9733,,GB,28,1180,17.9,C,OBL,OT,1533,201,NaN,348,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.7666666666667,Day,9.03571999999992,23.9107199999996
39122,70666,HB1603,101,135,BON/CTD,07/25/0016 22:55,135,101,41.9517,-65.42,,GOM,68,NaN,21.14,C,OBL,OT,1320,201,NaN,1491,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.9166666666667,Day,8.96549999999985,23.9071666666666
39123,70667,HB1603,107,141,BON/CTD,07/27/0016 15:46,141,107,41.6433,-64.965,,GOM,68,NaN,22.02,C,OBL,OT,1531,202,NaN,2726,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.7666666666667,Day,8.97683333333299,23.8434999999994
39124,70668,HB1603,110,144,BON/CTD,07/28/0016 09:15,144,110,40.9233,-65.05,,,NaN,NaN,24.24,C,OBL,OT,1169,202,NaN,3639,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.25,Day,9.03249999999986,23.8074999999996
39125,70669,HB1603,111,145,BON/CTD,07/28/0016 15:49,145,111,40.1133,-65.1267,,,NaN,NaN,26.61,C,OBL,OT,1550,202,NaN,4600,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.8166666666667,Day,9.07927999999976,23.7709466666667
39126,70670,HB1603,113,147,BON/CTD,07/29/0016 08:04,147,113,39.3017,-65.205,,,NaN,NaN,26.78,C,OBL,OT,1466,204,NaN,4846,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.06666666666667,Night,9.13450000000018,23.7261666666672
39128,70672,HB1603,115,151,BON/CTD,07/30/0016 08:59,151,115,40.0717,-67.98,,GB,62,NaN,21.96,C,OBL,OT,1109,204,NaN,2209,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.98333333333333,Night,9.29450000000003,23.9361666666663
39129,70673,HB1603,116,153,BON/CTD,07/30/0016 15:44,153,116,39.36,-68.5167,,,NaN,NaN,25.37,C,OBL,OT,1355,202,NaN,3000,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.7333333333333,Day,9.36361333333327,23.9386133333332
39130,70674,HB1603,117,154,BON/CTD,07/30/0016 23:01,154,117,38.9467,-69.185,,,NaN,NaN,24.72,C,OBL,OT,1469,204,NaN,3278,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,23.0166666666667,Day,9.43316666666675,23.9664999999999
39130,70675,HB1603,117,155,CTD/IKMT,07/30/0016 23:32,155,117,38.9433,-69.17,,,NaN,NaN,24.75,C,OBL,OT,579,22,NaN,3264,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,23.5333333333333,Day,9.43216666666655,23.9654999999997
39131,70676,HB1603,120,158,BON/CTD,07/31/0016 15:45,158,120,39.3283,-70.1633,,SNE,61,NaN,25.57,C,OBL,OT,2627,203,NaN,2671,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.75,Day,9.49005333333395,0.0400533333335564
39132,70677,HB1603,121,159,BON/CTD,07/31/0016 22:45,159,121,39.5717,-70.99,,SNE,60,NaN,25.99,C,OBL,OT,1250,203,NaN,2450,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.75,Day,9.53683333333317,0.111833333333774
39132,70678,HB1603,121,160,CTD/IKMT,07/31/0016 23:10,160,121,39.585,-70.9983,,SNE,60,NaN,25.98,C,OBL,OT,397,24,NaN,2423,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,23.1666666666667,Day,9.53738666666624,0.112386666666847
39133,70679,HB1603,124,163,BON/CTD,08/01/0016 15:52,163,124,40.2583,-70.825,,SNE,18,1070,24.2,C,OBL,OT,586,112,NaN,123,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.8666666666667,Day,9.50083333333334,0.117500000000003
39134,70680,HB1603,125,164,BON/CTD,08/01/0016 22:47,164,125,39.7333,-70.1267,,SNE,61,NaN,26.13,C,OBL,OT,1202,203,NaN,2058,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.7833333333333,Day,9.4792799999994,0.0459466666661077
39135,70681,HB1603,129,168,BON/CTD,08/02/0016 15:45,168,129,40.1483,-69.6333,,SNE,23,1100,20.31,C,OBL,OT,587,87,NaN,95,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.75,Day,9.44638666666612,0.0213866666667248
39136,70682,HB1603,130,169,BON/CTD,08/02/0016 22:57,169,130,39.9433,-68.8217,,SNE,61,NaN,24.37,C,OBL,OT,1245,204,NaN,1703,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.95,Day,9.4006133333333,23.9589466666661
39136,70683,HB1603,130,170,CTD/IKMT,08/02/0016 23:23,170,130,39.955,-68.8133,,SNE,61,NaN,24.48,C,OBL,OT,439,24,NaN,1652,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,23.3833333333333,Day,9.40005333333335,23.9583866666662
39140,70687,HB1603,135,181,BON/CTD,08/10/0016 22:11,181,135,40.875,-70.555,,SNE,24,1090,22.11,C,OBL,OT,326,47,NaN,55,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.1833333333333,Day,9.59116666666688,0.0161666666669438
39141,70688,HB1603,136,182,BON/CTD,08/11/0016 09:04,182,136,40.4767,-68.5433,,GB,27,1130,20.04,C,OBL,OT,598,83,NaN,92,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.06666666666667,Night,9.4903866666669,23.8570533333338
39142,70689,HB1603,138,184,BON/CTD,08/11/0016 15:51,184,138,40.2317,-67.6683,,GB,62,NaN,23.32,C,OBL,OT,1596,192,NaN,1400,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.85,Day,9.44038666666694,23.7820533333335
39142,70690,HB1603,138,185,CTD/IKMT,08/11/0016 16:27,185,138,40.215,-67.6567,,GB,62,NaN,23.31,C,OBL,OT,665,25,NaN,1400,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,16.45,Day,9.43961333333306,23.7812799999996
39143,70691,HB1603,139,186,BON/CTD,08/11/0016 22:19,186,139,40.5167,-66.9867,,GB,62,NaN,23.95,C,OBL,OT,1389,202,NaN,644,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.3166666666667,Day,9.37827999999996,23.7532800000001
39144,70692,HB1603,140,187,BON/CTD,08/12/0016 09:13,187,140,41.0783,-66.1383,,GB,63,NaN,24.09,C,OBL,OT,1258,196,NaN,1300,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.21666666666667,Night,9.31338666666699,23.7050533333335
39144,70693,HB1603,140,188,CTD/IKMT,08/12/0016 09:41,188,140,41.0683,-66.1483,,GB,63,NaN,24.04,C,OBL,OT,650,25,NaN,1300,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.68333333333333,Day,9.31405333333356,23.7057200000001
39145,70694,HB1603,141,190,BON/CTD,08/13/0016 08:40,190,141,42.1117,-65.47,,GOM,68,NaN,20.34,C,OBL,OT,1027,205,NaN,390,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.66666666666667,Night,9.2438333333335,23.6855
39146,70695,HB1603,142,192,BON/CTD,08/13/0016 15:48,192,142,41.5733,-65.505,,GB,63,NaN,26.3,C,OBL,OT,1309,203,NaN,2000,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.8,Day,9.27116666666717,23.6711666666669
39147,70696,HB1603,143,193,BON/CTD,08/13/0016 22:15,193,143,41.435,-66.2383,,GB,29,1160,18.16,C,OBL,OT,906,107,NaN,108,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.25,Day,9.32005333333342,23.71172
39148,70697,HB1603,145,195,BON/CTD,08/14/0016 08:33,195,145,41.42,-65.865,,GB,63,NaN,20.21,C,OBL,OT,1312,204,NaN,1400,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.55,Night,9.31183333333371,23.6701666666667
39149,70698,HB1603,148,197,BON/CTD,08/14/0016 15:43,197,148,41.6883,-65.13,,GOM,68,NaN,25.98,C,OBL,OT,1230,199,NaN,2419,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.7166666666667,Day,9.25450000000007,23.6295000000002
39150,70699,HB1603,149,198,CTD/IKMT,08/14/0016 16:19,198,149,41.6783,-65.1317,,GOM,68,NaN,25.95,C,OBL,OT,496,25,NaN,2437,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,16.3166666666667,Day,9.25461333333357,23.6296133333337
39151,70700,HB1603,150,199,BON/CTD,08/14/0016 20:47,199,150,42.2483,-65.1483,,GOM,68,NaN,20.08,C,OBL,OT,756,203,NaN,656,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,20.7833333333333,Day,9.23072000000008,23.6557200000001
39152,70701,HB1603,151,200,BON/CTD,08/15/0016 09:19,200,151,40.735,-66.3133,,GB,63,NaN,24.58,C,OBL,OT,1274,214,NaN,2392,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.31666666666667,Night,9.39172000000014,23.6500533333332
39152,70702,HB1603,151,201,CTD/IKMT,08/15/0016 09:45,201,151,40.725,-66.315,,GB,63,NaN,24.61,C,OBL,OT,681,27,NaN,2543,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.75,Day,9.39183333333364,23.6501666666667
39153,70703,HB1603,153,203,BON/CTD,08/15/0016 15:45,203,153,40.4583,-67.015,,GB,62,NaN,24.14,C,OBL,OT,1348,200,NaN,1600,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.75,Day,9.44683333333325,23.6884999999999
39154,70704,HB1603,154,204,BON/CTD,08/15/0016 22:15,204,154,40.4283,-67.71,,GB,26,1140,20.6,C,OBL,OT,922,139,NaN,150,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.25,Day,9.4931666666667,23.7348333333334
39155,70705,HB1603,155,205,BON/CTD,08/16/0016 08:32,205,155,40.1533,-69.64,,SNE,23,1100,22.64,C,OBL,OT,762,92,NaN,99,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.53333333333333,Night,9.65516666666696,23.8301666666666
39156,70706,HB1603,156,207,BON/CTD,08/16/0016 15:48,207,156,39.83,-70.27,,SNE,61,NaN,26.42,C,OBL,OT,1217,198,NaN,1053,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.8,Day,9.70549999999986,23.863833333333
39157,70707,HB1603,157,208,BON/CTD,08/16/0016 21:01,208,157,40.3233,-70.805,,SNE,19,1060,24.47,C,OBL,OT,651,104,NaN,110,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,21.0166666666667,Day,9.72450000000032,23.916166666667
39158,70708,HB1603,158,209,BON/CTD,08/18/0016 08:43,209,158,40.2067,-71.2867,,SNE,19,1060,24.4,C,OBL,OT,474,89,NaN,97,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.71666666666667,Night,9.78994666666637,23.9066133333335
39159,70709,HB1603,159,211,BON/CTD,08/18/0016 15:48,211,159,39.7533,-70.725,,SNE,60,NaN,26.41,C,OBL,OT,1317,188,NaN,1985,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.8,Day,9.76916666666699,23.8524999999999
39161,70711,HB1603,160,213,BON/CTD,08/19/0016 08:46,213,160,40.0983,-68.5,,GB,62,NaN,24.12,C,OBL,OT,1581,198,NaN,907,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.76666666666667,Night,9.62916666666644,23.7041666666661
39163,70713,HB1603,161,216,BON/CTD,08/19/0016 15:47,216,161,39.9833,-67.5767,,GB,62,NaN,25.04,C,OBL,OT,1393,204,NaN,2682,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.7833333333333,Day,9.56761333333322,23.6342799999997
39164,70714,HB1603,162,217,BON/CTD,08/19/0016 22:15,217,162,39.66,-66.5183,,,NaN,NaN,25.73,C,OBL,OT,1115,197,NaN,4197,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.25,Day,9.51371999999975,23.5553866666666
39165,70715,HB1603,163,219,CTD/IKMT,08/20/0016 09:02,219,163,39.6667,-66.5683,,,NaN,NaN,25.09,C,OBL,OT,847,25,NaN,4107,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.03333333333333,Night,9.53372000000042,23.5420533333337
39166,70716,HB1603,164,220,BON/CTD,08/20/0016 16:01,220,164,39.4117,-65.7383,,,NaN,NaN,26.54,C,OBL,OT,1226,198,NaN,4502,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,16.0166666666667,Day,9.48672000000039,23.4783866666666
39167,70717,HB1603,165,221,BON/CTD,08/20/0016 22:31,221,165,39.565,-65.365,,,NaN,NaN,25.43,C,OBL,OT,1219,199,NaN,4696,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.5166666666667,Day,9.45350000000036,23.4534999999998
39168,70718,HB1603,166,223,BON/CTD,08/21/0016 08:21,223,166,40.2217,-65.685,,,NaN,NaN,23.85,C,OBL,OT,1166,200,NaN,4001,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.35,Night,9.4664999999996,23.4831666666668
39168,70719,HB1603,166,225,CTD/IKMT,08/21/0016 09:02,225,166,40.235,-65.6933,,,NaN,NaN,23.83,C,OBL,OT,478,25,NaN,3980,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.03333333333333,Night,9.46705333333336,23.4837200000006
39169,70720,HB1603,167,226,BON/CTD,08/21/0016 15:50,226,167,40.3033,-66.675,,GB,62,NaN,26.21,C,OBL,OT,1436,198,NaN,2690,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.8333333333333,Day,9.53249999999941,23.5491666666666
39170,70721,HB1603,168,227,BON/CTD,08/21/0016 22:28,227,168,40.9667,-66.5967,,GB,29,1160,20.36,C,OBL,OT,632,91,NaN,99,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.4666666666667,Day,9.50227999999999,23.5689466666665
39171,70722,HB1603,169,228,BON/CTD,08/22/0016 08:45,228,169,40.7183,-66.5867,,GB,63,NaN,24.77,C,OBL,OT,1073,200,NaN,1933,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,8.75,Night,9.52661333333305,23.5432800000003
39172,70723,HB1603,171,230,CTD/IKMT,08/22/0016 09:24,230,171,40.7267,-66.5717,,GB,63,NaN,24.86,C,OBL,OT,606,27,NaN,1677,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.4,Night,9.52561333333285,23.5422800000001
39173,70724,HB1603,172,231,BON/CTD,08/22/0016 15:49,231,172,40.67,-67.0317,,GB,26,1140,26.28,C,OBL,OT,1178,160,NaN,173,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.8166666666667,Day,9.55627999999939,23.5729466666666
39174,70725,HB1603,173,232,BON/CTD,08/22/0016 23:17,232,173,40.21,-67.125,,GB,62,NaN,25.82,C,OBL,OT,1190,203,NaN,2369,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,23.2833333333333,Day,9.57916666666648,23.5624999999995
39175,70726,HB1603,174,233,BON/CTD,08/23/0016 09:01,233,174,40.4667,-68.5117,,GB,27,1130,20.48,C,OBL,OT,582,88,NaN,97,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.01666666666667,Night,9.67994666666647,23.6382799999998
39176,70727,HB1603,175,235,BON/CTD,08/23/0016 15:48,235,175,39.8483,-68.8783,,SNE,61,NaN,23.78,C,OBL,OT,1532,199,NaN,2009,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.8,Day,9.72938666666716,23.6460533333338
39177,70728,HB1603,176,236,BON/CTD,08/23/0016 22:27,236,176,40.0617,-69.6783,,SNE,22,1110,23.39,C,OBL,OT,672,108,NaN,113,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,22.45,Day,9.77438666666677,23.7077200000005
39178,70729,HB1603,177,237,BON/CTD,08/24/0016 09:19,237,177,39.2867,-70.115,,SNE,61,NaN,25.7,C,OBL,OT,1132,200,NaN,2713,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.31666666666667,Night,9.84516666666679,23.6868333333338
39179,70730,HB1603,178,239,BON/CTD,08/24/0016 15:47,239,178,39.575,-70.8017,,SNE,60,NaN,26.5,C,OBL,OT,1098,200,NaN,2479,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.7833333333333,Day,9.88261333333327,23.7409466666667
39127,70671,HB1603,2113,149,BON/CTD,07/29/0016 15:47,149,2113,39.5083,-66.035,,,NaN,NaN,27.52,C,OBL,OT,1391,200,NaN,4373,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.7833333333333,Day,9.1815000000002,23.7898333333337
39137,70684,HB1603,2129,174,BON/CTD,08/04/0016 09:00,174,2129,40.475,-70.0983,,SNE,23,1100,20.55,C,OBL,OT,454,66,NaN,70,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9,Night,9.48572000000019,0.0523866666669013
39138,70685,HB1603,2130,176,BON/CTD,08/04/0016 15:41,176,2130,40.705,-70.495,,SNE,23,1100,21.01,C,OBL,OT,404,51,NaN,56,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,15.6833333333333,Day,9.50383333333327,0.0871666666670838
39139,70686,HB1603,2131,177,BON/CTD,08/05/0016 00:09,177,2131,40.8483,-71.07,,SNE,19,1060,22.01,C,OBL,OT,368,56,NaN,60,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,0.15,Night,9.55050000000034,0.117166666667057
39160,70710,HB1603,2159,212,BON/CTD,08/18/0016 23:07,212,2159,40.2567,-70.325,,SNE,23,1100,24.44,C,OBL,OT,560,90,NaN,100,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,23.1166666666667,Day,9.72583333333279,23.8508333333331
39162,70712,HB1603,2160,215,CTD/IKMT,08/19/0016 09:43,215,2160,40.095,-68.4783,,GB,62,NaN,24.12,C,OBL,OT,334,24,NaN,1125,NaN,NaN,NaN,NaN,NaN,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,NaN,9.71666666666667,Day,9.62771999999979,23.7027199999995
